#	Tentative constraint	Sentence	Critical segment	1301_response	1301_RT	1301_actual_start	1301_comments and/or part of previous slide	1302_response	1302_RT	1302_actual_start	1302_comments and/or part of previous slide	1303_response	1303_RT	1303_actual_start	1303_comments and/or part of previous slide	1304_response	1304_RT	1304_actual_start	1304_comments and/or part of previous slide	1305_response	1305_RT	1305_actual_start	1305_comments and/or part of previous slide	1306_response	1306_RT	1306_actual_start	1306_comments and/or part of previous slide	1307_response	1307_RT	1307_actual_start	1307_comments and/or part of previous slide	1308_response	1308_RT	1308_actual_start	1308_comments and/or part of previous slide	1309_response	1309_RT	1309_actual_start	1309_comments and/or part of previous slide	1401_response	1401_RT	1401_actual_start	1401_comments and/or part of previous slide	1402_response	1402_RT	1402_actual_start	1402_comments and/or part of previous slide	1403_response	1403_RT	1403_actual_start	1403_comments and/or part of previous slide	1404_response	1404_RT	1404_actual_start	1404_comments and/or part of previous slide	1405_response	1405_RT	1405_actual_start	1405_comments and/or part of previous slide	1406_response	1406_RT	1406_actual_start	1406_comments and/or part of previous slide	1407_response	1407_RT	1407_actual_start	1407_comments and/or part of previous slide	1408_response	1408_RT	1408_actual_start	1408_comments and/or part of previous slide	1409_response	1409_RT	1409_actual_start	1409_comments and/or part of previous slide	1410_response	1410_RT	1410_actual_start	1410_comments and/or part of previous slide	1411_response	1411_RT	1411_actual_start	1411_comments and/or part of previous slide	1412_response	1412_RT	1412_actual_start	1412_comments and/or part of previous slide	1413_response	1413_RT	1413_actual_start	1413_comments and/or part of previous slide	1414_response	1414_RT	1414_actual_start	1414_comments and/or part of previous slide	1415_response	1415_RT	1415_actual_start	1415_comments and/or part of previous slide	1416_response	1416_RT	1416_actual_start	1416_comments and/or part of previous slide	1417_response	1417_RT	1417_actual_start	1417_comments and/or part of previous slide	1418_response	1418_RT	1418_actual_start	1418_comments and/or part of previous slide	1501_response	1501_RT	1501_actual_start	1501_comments and/or part of previous slide	1502_response	1502_RT	1502_actual_start	1502_comments and/or part of previous slide	1503_response	1503_RT	1503_actual_start	1503_comments and/or part of previous slide	1504_response	1504_RT	1504_actual_start	1504_comments and/or part of previous slide	1505_response	1505_RT	1505_actual_start	1505_comments and/or part of previous slide	1506_response	1506_RT	1506_actual_start	1506_comments and/or part of previous slide	1507_response	1507_RT	1507_actual_start	1507_comments and/or part of previous slide	1508_response	1508_RT	1508_actual_start	1508_comments and/or part of previous slide	1701_response	1701_RT	1701_actual_start	1701_comments and/or part of previous slide	1702_response	1702_RT	1702_actual_start	1702_comments and/or part of previous slide	11103_response	11103_RT	11103_actual_start	11103_comments and/or part of previous slide	11104_response	11104_RT	11104_actual_start	11104_comments and/or part of previous slide	11105_response	11105_RT	11105_actual_start	11105_comments and/or part of previous slide	11106_response	11106_RT	11106_actual_start	11106_comments and/or part of previous slide	11107_response	11107_RT	11107_actual_start	11107_comments and/or part of previous slide	11108_response	11108_RT	11108_actual_start	11108_comments and/or part of previous slide	11109_response	11109_RT	11109_actual_start	11109_comments and/or part of previous slide	11110_response	11110_RT	11110_actual_start	11110_comments and/or part of previous slide	E0001_response	E0001_RT	E0001_actual_start	E0001_comments and/or part of previous slide	E0002_response	E0002_RT	E0002_actual_start	E0002_comments and/or part of previous slide	E0003_response	E0003_RT	E0003_actual_start	E0003_comments and/or part of previous slide	E0004_response	E0004_RT	E0004_actual_start	E0004_comments and/or part of previous slide	E0005_response	E0005_RT	E0005_actual_start	E0005_comments and/or part of previous slide	E0006_response	E0006_RT	E0006_actual_start	E0006_comments and/or part of previous slide	E0007_response	E0007_RT	E0007_actual_start	E0007_comments and/or part of previous slide	E0008_response	E0008_RT	E0008_actual_start	E0008_comments and/or part of previous slide	E0009_response	E0009_RT	E0009_actual_start	E0009_comments and/or part of previous slide	E0010_response	E0010_RT	E0010_actual_start	E0010_comments and/or part of previous slide	E0011_response	E0011_RT	E0011_actual_start	E0011_comments and/or part of previous slide	E0012_response	E0012_RT	E0012_actual_start	E0012_comments and/or part of previous slide	E0013_response	E0013_RT	E0013_actual_start	E0013_comments and/or part of previous slide	E0014_response	E0014_RT	E0014_actual_start	E0014_comments and/or part of previous slide	E0015_response	E0015_RT	E0015_actual_start	E0015_comments and/or part of previous slide	E0017_response	E0017_RT	E0017_actual_start	E0017_comments and/or part of previous slide	E0020_response	E0020_RT	E0020_actual_start	E0020_comments and/or part of previous slide	E0021_response	E0021_RT	E0021_actual_start	E0021_comments and/or part of previous slide	E0022_response	E0022_RT	E0022_actual_start	E0022_comments and/or part of previous slide	E0023_response	E0023_RT	E0023_actual_start	E0023_comments and/or part of previous slide	E0024_response	E0024_RT	E0024_actual_start	E0024_comments and/or part of previous slide	E0025_response	E0025_RT	E0025_actual_start	E0025_comments and/or part of previous slide	E0026_response	E0026_RT	E0026_actual_start	E0026_comments and/or part of previous slide	E0028_response	E0028_RT	E0028_actual_start	E0028_comments and/or part of previous slide	E0032_response	E0032_RT	E0032_actual_start	E0032_comments and/or part of previous slide	1601_response	1601_RT	1601_actual_start	1601_comments and/or part of previous slide	1602_response	1602_RT	1602_actual_start	1602_comments and/or part of previous slide	1603_response	1603_RT	1603_actual_start	1603_comments and/or part of previous slide	1604_response	1604_RT	1604_actual_start	1604_comments and/or part of previous slide	1605_response	1605_RT	1605_actual_start	1605_comments and/or part of previous slide	1606_response	1606_RT	1606_actual_start	1606_comments and/or part of previous slide	1801_response	1801_RT	1801_actual_start	1801_comments and/or part of previous slide	E0031_response	E0031_RT	E0031_actual_start	E0031_comments and/or part of previous slide	E0030_response	E0030_RT	E0030_actual_start	E0030_comments and/or part of previous slide	E0029_response	E0029_RT	E0029_actual_start	E0029_comments and/or part of previous slide	E0027_response	E0027_RT	E0027_actual_start	E0027_comments and/or part of previous slide
1	high	Отправитель наклеил на письмо	103	марку	1479	429	леил + ответ съехал в следующий файл	марку	1396	0		марку	1394	621	леил	марку	1554	448	еил, нажал пробел одновр. с ответом	марку	1459	0		штемпель	3181	0		марку	1791	0		марку	1483	205	ил	марку	1632	390	у	марку	1519			марку	1735	369	еил	марку	2044		общий комментарий ко всем файлам: в начале аудио слышен звук отжатия клавиши пробела	марку	1340			марку	1892			марку	1220			марку	2356	573	леил	марку	1840	179	ил	марку	1535	183	ил	марку	2605			марку	2146		конец в следующем файле				нет ответа	марку	2225			марку	1127	354	клеил	марку	2141			марку	2236			марку	1342	554	наклеил	марку	2781	-	-	марку	1592	-	сильный акцент в ударении на "марку"	марку	1477	0660	-"клеил"	марку	1314	0202	-"клеил"	марку	2480	-0455	-"клеил"	марку	1704	0374	-"ил"	марку	1179	0669	-"клеил"	марку	1442	0234	-"еил"	марку	1397	1188	"-еил на письмо"	марку	1854			марку	1925			марку	1468	314	клеил	марку	1122	482	клеил	марку	2044			марку	2053	227	ил, ответ на следующем слайде	марку	2839	-	-	марку	1183	-	-	марку	1423	611	клеил				Нет ответа	марку	1695			марку	1651			марку	1979	533	клеил	марку	1989		ответ в следующем	марку	1407	239	еил	марку	2110	126	ил	марку	1623			марку	1350			две марки	2614	-	-ответ из 2х слов	марку	1460	0282	-"еил"	марку	1989	-	-	марку	1877	0216	-"ил"	марку	1996	-	-	марку	1498	-	-	марку	2339	0199	-"ил"	марку			невозможно отметить время	марку	1354	328	клеил	марку	2456			марку	1444			марку	2184	393	еил	марку	1673			марку	1686			марку	2191			марку	2578			марку	1991			марку	1637			марку	1945			марку	1166			марку	1378	766	"наклеил"	марку	1275			марку	1323			марку	2134			марку	1295	0604	-"наклеил"	марку	1785	-	-	марки	2152	-	-	марку	1858	0155	-"ил"
2	high	Кошки превосходно видят в	204	темноте	929	0		ночи	1011	0		темноте	915	425	идят	темноте	314	0		темноте	1128	0		темноте	685	0		темноте	1385	0		темноте	606	0		темноте	2420	123	т	темноте	517	244	дят	темноте	1434			темноте	844			темноте	819	233	ят	темноте	910			темноте	844			темноте	1878	342	дят	темноте	1689	284	ят	темноте	926	374	идят	темноте	876	176	ят	темноте	2374		в начале ответа произнесла "видят"	темноте	895			темноте	642			темноте	549	134	т	ночи	1468			темноте	683	503	идят	темноте	920	494	видят	темноте	0603	-	-	темноте	0601	-	-	темноте	2141	0611	-"одно видят"	ночи	1488	-	-	темноте	1346	-0209	-"дят"	темноте	1087	-	-	темноте	0295	-	-	темноте	1623	0817	-"видят"	темноте	0351	-	-	темноте	877			темноте	796			ночи	4247	580	видят, посторонние слова	темноте	2810			темноте	2424	255	ят	темноте	561	362	видят	темноте	0839	-	-	темноте	0371	-	-	темноте	865	461	видят	темноте	829	103	ь	ночь	1181	326	дят	темноте	939			темноте	1598	88	т	темноте	1436			ночи	931	460	идят	темноте	704	185	дят	темноте	1299	411	идят	темноте	658			темноте	1522	-	-	комнате	0946	-	-	темноте	0682	-	-	темноте	0731	-	-	темноте	0578	-	-	темноте	1094	-	-	темноте	1109	-	-	темноте	679			темноте	1582			темноте	827			темноте	1782			темноте	591	48	т	темноте	651			темноте	1102			темноте	784			темноте	2735			темноте	1372	465	видят	темноте	3046			темноте	639			темноте	1030			темноте	1296			темноте	840			темноте	1185	740	"видят"	ночи	3469		два раза повторила предлог	темноте	1028	0272	-"дят"	темноте	0936	-	-	темноте	2581	-	-	темноте	1794	0256	-"ят"
3	high	Перед сном бабушка выключила в комнате	304	свет	1680	619	выключила	свет	1174	0		свет	1562	0		свет	1663	311	а	свет	1522	0		свет	1383	0		свет	2983	0		радиоприёмник	2820	0		свет	1733	393	чила	телевизор	1286	349	чила	свет	2023	824	выключила	свет	1934			свет	1488	68	хвост от [а]	свет	1853			свет	1668	283	ла	люстру	1914	605	ыключила	телевизор	1634			телевизор	1706	226	ла	свет	1200	231	ла	лампадку ?	3141	652	чила; произнесла ответ трижды и каждый раз непонятно (лампад - лампаду - лампадку ?)	свет	2148			свет	1392	301	ла	свет	1182	282	ила	свет	2042			свет	1647	442	чила	свет	1464	585	выключила	приемник	2170	-	-	свет	1526	0313	"-ла"	свет	1642	0713	-"выключила"	свет	0980	-	-	свет	1447	-0900	-"выключила"	свет	1678	0392	-"чила"	свет	1056	0508	-"чила"	свет	1957	0279	-"чила"	лампу	2021	1206	-"чил в комнате"	свет	2112			свет	3318			свет	1997			свет	1445	229	чила	свет	1200	499	ключила	телевизор	2147	548	чила	свет	2575	0517	-учила	свет	1051	-	-	темноту	2172	576	выключила, ошибка?	свет	1180			радио	2311			свет	1998			свет	1707	232	ла	свет	1985			телевизор	1599	394	чила	свет	1648			свет	1672			свет	1673			торшер	2740	-	-сначала ответ"с.."	телевизор	1130	0177	-"ила"	свет	1496	0266	-"ила"	свет	2060	-	-	свет	1242	-	-	свет	1485	-	-	лампу	2672	0658	-"ила"	свет	1951	339	ключила	свет	1238	124	ла	торшер	2359			телевизор	1631			свет	1737	550	лючила	свет	1376	334	тила	свет	1450			свет	2287			свет	2700			электричество	2072			свет	1851			свет	1241			свет	1547			свет	1460	755	"выключила"	свет	1525			свет	1378	764	"выключила"	свет	542	265	другой отрезок записи (305)	свет	1330	0305	-"ила"	свет	2193	-	-	свет	2401	-	-	свет	1472	0135	-"а"
4	high	Артисты поклонились и ушли за	404	кулисы	880	487	и ушли, ответ съехал в следующий файл	кулисы	1325	0		кулисы	1075	329	ли	кулисы	800	365	ли, нажал пробел одновр. с ответом	кулисы	1461	0		кулисы	1378	435	ли	кулисы	1283	0		кулисы	972	0		кулис	1010	108	и	занавес	1003			кулисы	2268	631	ушли, ответ в следующем файле	кулисы	1457	139	ли	кулисы	1149	634	ушли	кулисы	1002			кулисы	810			кулисы	783	185	и	кулису	1479			зановесь	5384	485	шли	кулисы	911			нет ответа				кулисы	1526			кулисы	795			кулисы	785	471	шли	ширму	1768			кулисы	2312			кулисы	1483	628	ушли	кулисы	1158	-	-	кулисы	2216	0561	"-шли"	кулисы	1287	0645	-"ушли"	кулисы	1039	-	-	ширму	6556	-	-	кулисы	1289	0280	-"шли"	кулисы	1072	-	-	кулисы	2436	-	-	стол	1247	-	-	кулисы	1393			кулисы	1952			кулисы	1172	135	и	кулисы	1835	586	и ушли	занавес	3283	459	шли	кулисы	934			кулисы	1501	-	-	занавес	1088	-	-	сцену	1382	705	и ушли	кулисы	1483	385	и	кулисы	870			кулисами	1222			кулисы	2284	129	ли	кулисы	2276			занавес	2952	446	шли	кулисы	1035	66	и	кулисы	953	70	и	кулисы	1390			кулисы	1382	-	-	кулисы	1158	-	-	кулисы	3003	-	-	кулисы	1220	-	-	кулисы	кулисы	-	-	кулисы	1420	-	-	кулисы	1748	-	-	кулисы	1231	262	шли	кулисы	1303			занавес	2950			кулисы	3278	111	и	кулисы	1484			занавес	1280	134	и	кулисы	1102			кулисы	1452	196	и	сцену	1642			кулисы	2673			как они называются, за кулисы	9989			кулисы	1191			кулисы	854			сцену	2512	1122	"и ушли"	сцену	1219			кулисы	1003			кулисы	1988	492	"ушли", не договорила слово-таргет	занавес	4547	0731	-"ушли за, ну, занавес"	кулисы	1990	-	-	кулисы	1539	-	-	кулисы	1441	-	-
5	high	Туристы спускались на байдарках по	504	реке	1424	695	байдарках	реке	1348	0		реке	996	698	айдарках, нажал на пробел вместе с ответом	реке	723	286	ках	реке	985	0		речке	1795	0		реке	636	0		реке	1988	221	ах	реке	1444	490	арках	склону	2232	485	арках	реке	1179	486	рках, начало в промежутке между файлами	реке	2110			реке	773			реке	1653			реке	827	210	ах	реке	2613	608	арках	реке	1140			реке	1331	323	ках	реке	1433			реке	4277	406	арках; повторила "на байдарках" и "по" (по … по реке)	реке	1511			реке	1263			реке	1664	214	х	реке	1973	715	арках	реке	1415	682	дарках	реке	1378	776	байдарках	реке	0824	-	-	реке	2288	2167	"-ах"	озеру	1192	0545	-"дарках"	горной реке	1181	-	-ответ из 2х слов	реке	2193	0751	-"байдарках"	реке	2181	0433	-"ках"	реке	1184	0260	-"ках"	реке Кура	-	-	-ответ из двух слов	реке 	2097	-	-	реке	1839			реке	2204			реке	2149	214	х	реке	1129	754	байдарках	реке Волге	2772	293	ках, два слова	реке	1260	279	ках, ответ на следующем слайде	Оке	2698	0730	-дарках	реке	0513	-	-	реке	1174	782	айдарках	реке	2037	492	ках, повтор "по"	реке	1515						не ответила	реке	1204	178	е	реке	1217			реке	845	532	дарках	реке	1258	466	ках	реке	1827	300	ках	реке	1422			реке	2114	-	-	реке	0795	-	-	реке	1232	-	-	реке	1564	-	-	реке	1176	-	-	реке	1291	-	-	реке	1614	-	-	реке	1540	267	ках	реке	2466		"В" вместо "по"	реке	958			горной реке	1234		Два слова	течению реки	1432		Два слова	реке	1204	269	х	реке	896	177	ках	реке	1191			реке	2738			реке	1181			реке	1751			реке	840			горной реке	1185			склону	1032	765	"байдарках"	реке 	1239			горной реке	1946	751	"-дарках"	реке	129			реке	1380	0839	-"байдарках"	реке	2137	-	-	реке	1385	-	-	реке	1223	0259	-"ках"
6	high	Проводник положил лимон и сахар в	605	стакан	667	542	сахар	чашку	1279	0		стакан	1215	0		стакан	531	0		стакан	2309	0		чай	583	0		чай	890	0		чай	1030	554	сахар	чай	639	398	сахар	стакан	1278	271	хар, глубоки вдох перед ответом	стакан	1700	673	сахар	стакан	647			стакан	1284		щелчок пробела	чай	895			чай	1086			стакан	1536	496	ахар	стакан	1467			чай	949	чай	сахар	чай	659		заминка: начала говорить "в са…", исправилась	чай	811	317	хар	стакан	730			чай	1453			стакан	741	400	сахар	стакан	1306	256	р	чай	1125	545	сахар	чай	1234	621	и сахар	стакан	1101	0622	-и сахар	стакан	0656	-	-	чай	0827	0532	-"сахар"	стакан	0792	0688	-"сахар"	чай	0584	-	-	стакан	0505	0385	-"сахар"	стакан	0894	0235	-"хар"	стакан	1196	-	-	стакан	1278	-	-	чай	711			стакан	1983			чай	2206		посторонние слова	стакан	1043			чай	834	327	хар	чай	0			чай	1174	0190	-ар, странный звук перед "в чай", в чай произнесено слитно	стакан	0369	-	-	стакан	525	423	сахар	стакан чая	963	270	хар, два слова	стакан	624			стакан	538			чай	683	170	хар	чай	688			стакан, чай		544	сахар, 701, 1891	чай	1019	277	хар	чай	900			стакан	645			стакан	1565	-	-	чай	0462	-	-	чай	0823	-	-	стакан	1157	-	-	чай	0151	-	-	стакан	0808	-	-	стакан	1404	0305	-"сахар"	чай	725	173	ар	стакан	594	94	р	чай	764			стакан	993	480	сахар	стакан чая	1355		Два слова	чай	734			чай	1574			чай	762			чай	1312	357	ахар	чай	1723			стакан	714			стакан	885			стакан	881	678	"сахар"	стакан с чайем	3645	1107		стакан	1218			кружку	1280	673	"сахар"	стакан	1588			стакан	3112	0768	-"и сахар"	чай	0649	-	-	стакан	0740	-	-	чай	0700	-	-
7	high	Гости положили грязные тарелки в	705	посудомоечную машину	1114	654	вилки, 2-ой вариант "раковину" RT 5.296, смех	раковину	566	0		раковину	1482	626	релки	раковину	1365	457	елки	раковину	3887	0		посудомойку	649	301	ки	умывальник	1067	0		мойку	667	0		посудомойку	1561	231	ки	раковину	1344	303	ки	посудомойку	1126	138	и	раковину	553			посудомойку	1420	597	релки	раковину	2670	86	и	посудомоечную машину	902		два слова вместо одного	раковину	1854			посудомойку	3119	208	ки, рассуждения вслух	мойку	1795	560	релки	мойку	1427		Предугадала конец заранее, потом произнесла еще раз когда увидела на экране	шкаф	1500			мойку	1370			раковину	1135	336	ки	мойку	708	341	и	раковину	1878			мойку	1830			машину посудомоечную	6167	551	тарелки, два слова	мойку	2656	-	-	раковину	2222	-	долгая пауза	посудомойку	1826	1019	-"тарелки"	рукомойник	1022	-	-	мойку	1602	-	-	раковину	0605	0201	-"ки"	раковину	2383	-	-	мойку	0977	-	-	посудомойку	0679	-	-	раковину	1037			раковину	1531			посудомойку	1665	603	релки	мойку	887			мусор	1855			мойку	698			мойку	1685	0222	-ки	раковину	0825	-	-	посудомойку	520			раковину	6784			мойку	615			посудомоечную машину	2025		два слова вместо одного	раковину	1231			раковину	2233			мойку	987	372	елки	мойку	1427	372	релки	мойку	806			раковину	1120			раковину	1649	-	-	мойку	1035	-	-	раковину	0663	-	-	мойку	0846	-	-	раковину	0645	-	-	мойку	1012	-	-	мойку	3705	-	-	раковину	1736	390	елки	раковину	866			мойку	1999			посудомойку	1507			раковину	2498	317	релки	раковину	976			мойку	772			стопку	1377			раковину	1513			мойку	738	89	и	раковину	767			раковину	757			раковину	1381			раковину	2767	818	"тарелки"	посудомоечную машину	2402			раковину	1546			поднос	4714		сказала "во что?" в середине	мойку	2718	0839	-"тарелки"	раковину	0840	-	-	посудомойку	1624	-	-	раковину	2316	-	-"и"
8	high	Учитель написал пример мелом на	805	доске	590	417	мелом, ответ съехал в следующий файл	доске	1046	0		доске	1539	615	мелом	доске	852	0		доске	751	0		доске	1948	0		доске	1915	194	ом	доске	670	0		доске	686	0		доске	1025	600	мелом	доске	1324			доске	875			доске	1069			доске	777	48	м	доске	1039	148	ом	доске	2564			доске	1276			доске	1155	569	мелом	доске	637			доске	1253	455	елом; конец ответа в следующем файле	доске	1810	261	ом; в конце неразборчивый голос	доске	1191			доске	599			доске	1259			доске	1166			доске	1006	571	мелом	доске	0483	-	-	доске	0840	-	-	доске	0854	-	-	доске	0697	-	-	доске	1256	-	-	доске	0720	-	-	доске	0696	0201	-"лом"	доске	1202	-		доске	0770	-	-	доске	868			доске	1827			доске	575			доске	1301			доске	714			доске	494	254	мелом	доске	1478	0326	-лом	доске	0438	-	-	потолке	1494			доске	836	89	м	доске	626			доске	571			доске	961	596	мелом	доске	752			доске	659	440	мелом	доске	782	195	ом	доске	667			доске	757			доске	1975	-	-	доске	0363	-	-	доске	1163	-	-	доске	0763	-	-	доске	0692	-	-	доске	0729	-	-	плитке	0952	0355	-"мылом"	доске	1429	147	м	доске	943			доске	811			доске	819		Без "на"	доске	781			доске	630			доске	786	187	лом	доске	1146	138	м	доске	1040	267	лом	доске	1598			доске	2018			доске	722			доске	925			доске	894			доске	924			доске	700	505	"мелом"	стене	5303		два раза повторила "на", вздох в середине	доске	1048	0283	-"елом"	доске	0988	-	-	доске	1798	-	-	доске	0828	-	-
9	high	После ужина хозяйка помыла	903	посуду	1405	459	айка, ответ съехал в следующий файл	посуду	1311	0		кастрюлю	2591	0		посуду	1500	0	нажал пробел одновр. с ответом	посуду	1138	0		посуду	2216	0		посуду	1523	0		посуду	1577	0		посуду	1440	540	зяйка	посуду	1444			посуду	1613	265	ка	посуду	1946			посуду	1442			посуду	2551	232	ка	посуду	1234	101	а	тарелки	3155	579	зяйка	посуду	1918		ответ в следующем				случайно пропустил	посуду	2266	490	зяйка	посуду	2439		конец ответа в следующем файле	посуду	2018	256	ка 	посуду	1420	327	айка	посуду	1222		Ответ на следующем слайде	посуду	1760	634	зяйка	посуду	1669			посуду	1341	782	хозяйка	посуду	1655	-	-	посуду	1568	-	-	посуду	1678	0488	-"зяйка"	пол	4047	-	-	полы	1811	0355	-"зяйка"	посуду	1335	0289	-"ка"	посуду	1938	0384	-"айка"	посуду	1268	0285	-"йка"	ложку	2436	-	-	посуду	2837			посуду	2767			посуду	1673	223	ка	посуду	1662	359	яйка	посуду	2302	211	ка	посуду	1480	458	зяйка, ответ на следующем слайде	посуду	1441	-	-	посуду	1456	0106	-а, не понятно то ли это окончание предыдущего слова то ли он просто откашливается	посуду	1022	595	яйка, ответ на следующем слайде	окно	1930	364	ка	посуду	1610			посуду	2412			посуду	1314	567	зяйка	посуду	1976			посуду	1248			посуду	1841			посуду	1378	123	а,ответ в следующем	посуду	1486			кастрюлю	2305	-	-	посуду	1314	-	-	посуду	1451	-	-	посуду	1571	-	-	посуду	1242	-	-	посуду	1533	-	-	посуду	1967	-	-	посуду	1244	345	яйка	посуду	1023			посуду	1855			посуду	2103			посуду	1408	204	ка	посуду	1164			посуду	1413	160	ка	посуду	1888			посуду	2069	285	йка	посуду	1693			посуду	1517			посуду	1370			посуду	1263			посуду	1581	884	"хозяйке	посуду	1564			посуду	1296	721	"хозяйка"	посуду	2492		на 903 только "по", продолжение "-суду" на 904	посуду	1818	0619	-"хозяйка"; "посу-"	посуду	1867	0147	-"а"	посуду	2436	-	-	посуду	1772	-	-
10	high	В избе старуха топила	1003	печь	1207	515	руха, ответ съехал в следующий файл	печь	1518	0		печь	2891	0		печь	680	0	нажал пробел  одновр. с ответом	печь	1689	0		печку	3229	0		печку	1397	167	а	печь	1520	463	уха	печь	1543	341	уха	печь	1228			печь	1763	386	уха, отвт в следующем файле	печь	1829			печь	1535			печь	2274	84	а	печь	1335	63	а	печку	2957	194	а	печь	2391	577	аруха	печь	1562	320	уха	печь	1466	22	а	печку	1477		ответ в следующем файле	печь	1729	284	ха	печь	1518			печку	1266	606	руха, ответ на следующем слайде	печь	1876	412	уха	печь	1705			печь	1975	766	старуха	печь	1634	-	-	печь	1816	-	-	печь	1461	0509	-"старуха"	печь	1067	-	-	печь	1716	1122	-"старуха"	печь	1515	0315	-"ха"	печь	6314	-	-	печь	2422	0355	-"йка"	печь	1267	0625	-"старуха"	печку	1938			печь	1729			печь	1859	350	уха	печь	2133			печь	1397	233	ха	печь	1778	545	руха, ответ на следующем слайде	печь	2201	0427	-уха	печь	1469	-	-	печь	1439	633	руха	печь	2117	212	а	печь	2315	261	ха	печь	2613			печь	1873	593	аруха	печь	2125			печь	1421	51	а	печь	1457			печь	1634			печь	2040			печку	2211	-	-	печь	1540	-	-	печь	2222	-	-	печь	2592	-	-	печь	1232	-	-	печь	1881	-	-	печь	1989	-	-	печь	1458	127	а	печь	2380	213	ха	печку	2286			печку	1604			печку	1918	491	руха	печь	1268			печку	1212			печь	1916			печь	2440			печь	2255			-		рано нажала пробел, перешла к следующему		печь	1680			печь	1383			печь	1787	765	"старуха"	печь	1491			печь	1646	552	"старуха"	печь	1575	422	все на 1004, обрывок предыдущего экрана "-пила"	печь	1448	0602	-"руха"	печку	1955	-	-	печь	1969	-	-	печь	1638	0342	-"уха"
